ssd_count,policy,policy_role,C,U,E,metric,value,unit,positive_change_meaning
3,ablation_c0_u0_e0,factorial_cell,0,0,0,request_count,456116,count,仅表示数值增加
3,ablation_c0_u0_e0,factorial_cell,0,0,0,starvation_free,True,,仅表示数值增加
3,ablation_c0_u0_e0,factorial_cell,0,0,0,wall_time_seconds,91.05281204596395,s,仅表示数值增加
3,ablation_c0_u0_e0,factorial_cell,0,0,0,worst_delta_us,141075.0704,us,退化（超期增加）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,byte_count,67257040896,bytes,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,cir_dispatch_count,404039,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,completed_inference_count,128,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,control_update_non_tick_write_count,0,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,control_update_period_us_by_storage_target.SSD0,80,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,control_update_period_us_by_storage_target.SSD1,80,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,control_update_period_us_by_storage_target.SSD2,80,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,control_update_tick_aligned_write_count,6532,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,excess_dispatch_count,52077,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,group_weight_write_count,0,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,last_completion_by_ssd_us.SSD0,771551.8704,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,last_completion_by_ssd_us.SSD1,771644.0304,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,last_completion_by_ssd_us.SSD2,771555.5568,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,late_gpu_layer_count,300,count,退化（数量增加）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,max_gpu_utilization_percent,99.33759677230267,%,改善
3,ablation_c0_u0_e1,factorial_cell,0,0,1,max_ttft_us,1112799.9588307692,us,退化（时间变长）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,mean_actual_read_us,92943.16273063903,us,退化（时间变长）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,mean_gpu_utilization_percent,62.034410858582355,%,改善
3,ablation_c0_u0_e1,factorial_cell,0,0,1,mean_ttft_us,492465.97059543274,us,退化（时间变长）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,min_gpu_utilization_percent,5.324352519764289,%,改善
3,ablation_c0_u0_e1,factorial_cell,0,0,1,overall_last_completion_us,771644.0304,us,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,p95_delta_us,346226.9168,us,退化（超期增加）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,p95_gpu_utilization_percent,96.2502591905936,%,改善
3,ablation_c0_u0_e1,factorial_cell,0,0,1,p95_ttft_us,924139.6220717949,us,退化（时间变长）
3,ablation_c0_u0_e1,factorial_cell,0,0,1,processed_event_count,1402506,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,queue_weight_write_count,3074,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.active_demand_count,0,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.active_p_node_count,0,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.completed_coflow_count,512,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.compute_layer_count,4,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.coordination_enabled,False,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.deadline_allowance_us,750,us,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.decision_count,3072,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.edf_enabled,True,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.feasibility_conflict_count,838,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.finite_selected_pir,False,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.initial_decision_count,1151,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.p_node_count,128,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.peak_assigned_cir_bytes_per_second.SSD0,40000000000,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.peak_assigned_cir_bytes_per_second.SSD1,40000000000,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.peak_assigned_cir_bytes_per_second.SSD2,40000000000,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.prefetch_decision_count,1852,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.score_mode,integer,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.selection_change_count,1606,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.starved_p_node_count,0,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.strategy,ablation_c0_u0_e1,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control.utility_enabled,False,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,rate_control_write_count,3458,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,request_count,456116,count,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,starvation_free,True,,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,wall_time_seconds,99.33929301198805,s,仅表示数值增加
3,ablation_c0_u0_e1,factorial_cell,0,0,1,worst_delta_us,445313.6624,us,退化（超期增加）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,byte_count,67257040896,bytes,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,cir_dispatch_count,405654,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,completed_inference_count,128,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,control_update_non_tick_write_count,0,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,control_update_period_us_by_storage_target.SSD0,80,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,control_update_period_us_by_storage_target.SSD1,80,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,control_update_period_us_by_storage_target.SSD2,80,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,control_update_tick_aligned_write_count,6576,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,excess_dispatch_count,50462,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,group_weight_write_count,0,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,last_completion_by_ssd_us.SSD0,563075.7104,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,last_completion_by_ssd_us.SSD1,559805.8736,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,last_completion_by_ssd_us.SSD2,558733.1312,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,late_gpu_layer_count,475,count,退化（数量增加）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,max_gpu_utilization_percent,97.41622523982444,%,改善
3,ablation_c0_u1_e0,factorial_cell,0,1,0,max_ttft_us,787365.6575384616,us,退化（时间变长）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,mean_actual_read_us,119426.87483674868,us,退化（时间变长）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,mean_gpu_utilization_percent,52.93359719457259,%,改善
3,ablation_c0_u1_e0,factorial_cell,0,1,0,mean_ttft_us,562168.878987901,us,退化（时间变长）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,min_gpu_utilization_percent,2.6145143065774112,%,改善
3,ablation_c0_u1_e0,factorial_cell,0,1,0,overall_last_completion_us,563075.7104,us,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,p95_delta_us,131498.76023076923,us,退化（超期增加）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,p95_gpu_utilization_percent,95.0535845058824,%,改善
3,ablation_c0_u1_e0,factorial_cell,0,1,0,p95_ttft_us,720378.1573333334,us,退化（时间变长）
3,ablation_c0_u1_e0,factorial_cell,0,1,0,processed_event_count,1402988,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,queue_weight_write_count,3096,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.active_demand_count,0,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.active_p_node_count,0,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.completed_coflow_count,512,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.compute_layer_count,4,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.coordination_enabled,False,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.deadline_allowance_us,750,us,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.decision_count,3072,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.edf_enabled,False,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.feasibility_conflict_count,0,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.finite_selected_pir,False,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.initial_decision_count,1145,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.p_node_count,128,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.peak_assigned_cir_bytes_per_second.SSD0,40000000000,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.peak_assigned_cir_bytes_per_second.SSD1,40000000000,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.peak_assigned_cir_bytes_per_second.SSD2,40000000000,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.prefetch_decision_count,1924,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.score_mode,integer,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.selection_change_count,1551,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.starved_p_node_count,0,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.strategy,ablation_c0_u1_e0,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control.utility_enabled,True,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,rate_control_write_count,3480,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,request_count,456116,count,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,starvation_free,True,,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,wall_time_seconds,97.61249926796881,s,仅表示数值增加
3,ablation_c0_u1_e0,factorial_cell,0,1,0,worst_delta_us,141075.0704,us,退化（超期增加）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,byte_count,67257040896,bytes,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,cir_dispatch_count,405348,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,completed_inference_count,128,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,control_update_non_tick_write_count,0,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,control_update_period_us_by_storage_target.SSD0,80,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,control_update_period_us_by_storage_target.SSD1,80,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,control_update_period_us_by_storage_target.SSD2,80,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,control_update_tick_aligned_write_count,6580,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,excess_dispatch_count,50768,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,group_weight_write_count,0,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,last_completion_by_ssd_us.SSD0,563075.7104,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,last_completion_by_ssd_us.SSD1,559805.8736,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,last_completion_by_ssd_us.SSD2,558733.1312,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,late_gpu_layer_count,291,count,退化（数量增加）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,max_gpu_utilization_percent,99.23893226037256,%,改善
3,ablation_c0_u1_e1,factorial_cell,0,1,1,max_ttft_us,790249.2663692308,us,退化（时间变长）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,mean_actual_read_us,93025.33047893622,us,退化（时间变长）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,mean_gpu_utilization_percent,68.22346653571027,%,改善
3,ablation_c0_u1_e1,factorial_cell,0,1,1,mean_ttft_us,451621.965600601,us,退化（时间变长）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,min_gpu_utilization_percent,2.773963856984114,%,改善
3,ablation_c0_u1_e1,factorial_cell,0,1,1,overall_last_completion_us,563075.7104,us,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,p95_delta_us,330106.2896,us,退化（超期增加）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,p95_gpu_utilization_percent,98.06604017783799,%,改善
3,ablation_c0_u1_e1,factorial_cell,0,1,1,p95_ttft_us,722713.1221179487,us,退化（时间变长）
3,ablation_c0_u1_e1,factorial_cell,0,1,1,processed_event_count,1403284,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,queue_weight_write_count,3098,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.active_demand_count,0,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.active_p_node_count,0,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.completed_coflow_count,512,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.compute_layer_count,4,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.coordination_enabled,False,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.deadline_allowance_us,750,us,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.decision_count,3072,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.edf_enabled,True,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.feasibility_conflict_count,1123,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.finite_selected_pir,False,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.initial_decision_count,1135,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.p_node_count,128,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.peak_assigned_cir_bytes_per_second.SSD0,40000000000,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.peak_assigned_cir_bytes_per_second.SSD1,40000000000,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.peak_assigned_cir_bytes_per_second.SSD2,40000000000,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.prefetch_decision_count,1934,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.score_mode,integer,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.selection_change_count,1552,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.starved_p_node_count,0,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.strategy,ablation_c0_u1_e1,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control.utility_enabled,True,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,rate_control_write_count,3482,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,request_count,456116,count,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,starvation_free,True,,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,wall_time_seconds,95.69471727503696,s,仅表示数值增加
3,ablation_c0_u1_e1,factorial_cell,0,1,1,worst_delta_us,535191.7808,us,退化（超期增加）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,byte_count,67257040896,bytes,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,cir_dispatch_count,390281,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,completed_inference_count,128,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,control_update_non_tick_write_count,0,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,control_update_period_us_by_storage_target.SSD0,80,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,control_update_period_us_by_storage_target.SSD1,80,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,control_update_period_us_by_storage_target.SSD2,80,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,control_update_tick_aligned_write_count,7296,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,excess_dispatch_count,65835,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,group_weight_write_count,0,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,last_completion_by_ssd_us.SSD0,573968.7664,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,last_completion_by_ssd_us.SSD1,574110.1296,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,last_completion_by_ssd_us.SSD2,573955.5568,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,late_gpu_layer_count,476,count,退化（数量增加）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,max_gpu_utilization_percent,99.45143307985828,%,改善
3,ablation_c1_u0_e0,factorial_cell,1,0,0,max_ttft_us,818053.1044307693,us,退化（时间变长）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,mean_actual_read_us,124381.8998180889,us,退化（时间变长）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,mean_gpu_utilization_percent,50.23797627075232,%,改善
3,ablation_c1_u0_e0,factorial_cell,1,0,0,mean_ttft_us,581278.858587901,us,退化（时间变长）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,min_gpu_utilization_percent,2.850991953222355,%,改善
3,ablation_c1_u0_e0,factorial_cell,1,0,0,overall_last_completion_us,574110.1296,us,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,p95_delta_us,133909.56630256408,us,退化（超期增加）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,p95_gpu_utilization_percent,91.99272581198987,%,改善
3,ablation_c1_u0_e0,factorial_cell,1,0,0,p95_ttft_us,717507.6092717949,us,退化（时间变长）
3,ablation_c1_u0_e0,factorial_cell,1,0,0,processed_event_count,1425102,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,queue_weight_write_count,3584,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.active_demand_count,0,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.active_p_node_count,0,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.completed_coflow_count,512,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.compute_layer_count,4,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.coordination_enabled,True,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.deadline_allowance_us,750,us,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.decision_count,4480,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.edf_enabled,False,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.feasibility_conflict_count,0,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.finite_selected_pir,False,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.initial_decision_count,1402,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.p_node_count,128,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.peak_assigned_cir_bytes_per_second.SSD0,40000000000,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.peak_assigned_cir_bytes_per_second.SSD1,40000000000,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.peak_assigned_cir_bytes_per_second.SSD2,40000000000,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.prefetch_decision_count,3057,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.score_mode,integer,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.selection_change_count,513,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.starved_p_node_count,0,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.strategy,ablation_c1_u0_e0,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control.utility_enabled,False,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,rate_control_write_count,3712,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,request_count,456116,count,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,starvation_free,True,,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,wall_time_seconds,88.67978222901002,s,仅表示数值增加
3,ablation_c1_u0_e0,factorial_cell,1,0,0,worst_delta_us,143947.5952,us,退化（超期增加）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,byte_count,67257040896,bytes,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,cir_dispatch_count,388795,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,completed_inference_count,128,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,control_update_non_tick_write_count,0,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,control_update_period_us_by_storage_target.SSD0,80,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,control_update_period_us_by_storage_target.SSD1,80,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,control_update_period_us_by_storage_target.SSD2,80,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,control_update_tick_aligned_write_count,7296,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,excess_dispatch_count,67321,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,group_weight_write_count,0,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,last_completion_by_ssd_us.SSD0,773311.8704,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,last_completion_by_ssd_us.SSD1,773404.0304,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,last_completion_by_ssd_us.SSD2,773315.5568,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,late_gpu_layer_count,236,count,退化（数量增加）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,max_gpu_utilization_percent,99.33759677230267,%,改善
3,ablation_c1_u0_e1,factorial_cell,1,0,1,max_ttft_us,1114558.371630769,us,退化（时间变长）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,mean_actual_read_us,94175.14532749403,us,退化（时间变长）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,mean_gpu_utilization_percent,61.65913352197799,%,改善
3,ablation_c1_u0_e1,factorial_cell,1,0,1,mean_ttft_us,497723.98752387834,us,退化（时间变长）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,min_gpu_utilization_percent,4.928436095751798,%,改善
3,ablation_c1_u0_e1,factorial_cell,1,0,1,overall_last_completion_us,773404.0304,us,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,p95_delta_us,355476.6576,us,退化（超期增加）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,p95_gpu_utilization_percent,95.9234665192383,%,改善
3,ablation_c1_u0_e1,factorial_cell,1,0,1,p95_ttft_us,927211.5099897436,us,退化（时间变长）
3,ablation_c1_u0_e1,factorial_cell,1,0,1,processed_event_count,1424544,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,queue_weight_write_count,3584,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.active_demand_count,0,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.active_p_node_count,0,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.completed_coflow_count,512,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.compute_layer_count,4,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.coordination_enabled,True,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.deadline_allowance_us,750,us,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.decision_count,4480,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.edf_enabled,True,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.feasibility_conflict_count,858,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.finite_selected_pir,False,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.initial_decision_count,1399,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.p_node_count,128,count,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.peak_assigned_cir_bytes_per_second.SSD0,40000000000,,仅表示数值增加
3,ablation_c1_u0_e1,factorial_cell,1,0,1,rate_control.peak_assigned_cir_bytes_per_second.SSD1,40000000000,,仅表示数值增加
