ssd_count,metric,metric_label_cn,factor,factor_label_cn,shapley_contribution,unit,total_111_minus_000,three_factor_sum,efficiency_residual,positive_change_meaning
6,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-11123.032726715921,us,-26292.216952163144,-26292.216952163144,0.0,退化（时间变长）
6,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-16611.84138404772,us,-26292.216952163144,-26292.216952163144,0.0,退化（时间变长）
6,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,1418.3064888888814,us,13555.756348718074,13555.756348718076,-1.8189894035458565e-12,退化（时间变长）
6,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,-6288.762639316187,us,13555.756348718074,13555.756348718076,-1.8189894035458565e-12,退化（时间变长）
6,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,18426.212499145382,us,13555.756348718074,13555.756348718076,-1.8189894035458565e-12,退化（时间变长）
6,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,527.069866666648,us,3297.3630410255864,3297.3630410255864,0.0,退化（时间变长）
6,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,-31678.000858974392,us,3297.3630410255864,3297.3630410255864,0.0,退化（时间变长）
6,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,34448.29403333333,us,3297.3630410255864,3297.3630410255864,0.0,退化（时间变长）
6,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,-6.333333333333333,count,38.0,38.0,0.0,退化（数量增加）
6,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,38.666666666666664,count,38.0,38.0,0.0,退化（数量增加）
6,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,5.666666666666674,count,38.0,38.0,0.0,退化（数量增加）
6,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,2342.2315786324784,us,-4571.444348717945,-4571.444348717945,0.0,退化（超期增加）
6,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-33249.6867059829,us,-4571.444348717945,-4571.444348717945,0.0,退化（超期增加）
6,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,26336.010778632477,us,-4571.444348717945,-4571.444348717945,0.0,退化（超期增加）
6,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,16283.148799999994,us,147772.59519999998,147772.59519999998,0.0,退化（超期增加）
6,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,19998.1824,us,147772.59519999998,147772.59519999998,0.0,退化（超期增加）
6,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,111491.26399999998,us,147772.59519999998,147772.59519999998,0.0,退化（超期增加）
6,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,3410.7788563651775,us,6190.963851512395,6190.963851512395,0.0,退化（时间变长）
6,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,1943.1224595903514,us,6190.963851512395,6190.963851512395,0.0,退化（时间变长）
6,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,837.0625355568664,us,6190.963851512395,6190.963851512395,0.0,退化（时间变长）
7,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,0.180319584843474,pp,5.940246608882376,5.940246608882376,0.0,改善
7,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,1.4126289230477411,pp,5.940246608882376,5.940246608882376,0.0,改善
7,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,4.347298100991161,pp,5.940246608882376,5.940246608882376,0.0,改善
7,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-0.5626812153462302,pp,1.1848113942781708,1.1848113942781708,0.0,改善
7,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-5.114562759338675,pp,1.1848113942781708,1.1848113942781708,0.0,改善
7,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,6.862055368963076,pp,1.1848113942781708,1.1848113942781708,0.0,改善
7,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.4519276223206177,pp,0.7291204655090411,0.7291204655090411,0.0,改善
7,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.5449555124319687,pp,0.7291204655090411,0.7291204655090411,0.0,改善
7,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.2677626692435453,pp,0.7291204655090411,0.7291204655090411,0.0,改善
7,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.33440593502298555,pp,-0.16389350360473998,-0.16389350360473998,0.0,改善
7,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,-0.22679959599036437,pp,-0.16389350360473998,-0.16389350360473998,0.0,改善
7,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.27149984263736116,pp,-0.16389350360473998,-0.16389350360473998,0.0,改善
7,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,778.8023954596234,us,-22214.690683132794,-22214.690683132794,0.0,退化（时间变长）
7,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-9625.09410994924,us,-22214.690683132794,-22214.690683132794,0.0,退化（时间变长）
7,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-13368.39896864318,us,-22214.690683132794,-22214.690683132794,0.0,退化（时间变长）
7,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,-2252.5482666666503,us,7315.800082051312,7315.800082051312,0.0,退化（时间变长）
7,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,5834.353805128194,us,7315.800082051312,7315.800082051312,0.0,退化（时间变长）
7,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,3733.994543589768,us,7315.800082051312,7315.800082051312,0.0,退化（时间变长）
7,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,-1109.1541333332618,us,2395.366400000057,2395.366400000057,0.0,退化（时间变长）
7,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,-13673.44717948717,us,2395.366400000057,2395.366400000057,0.0,退化（时间变长）
7,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,17177.96771282049,us,2395.366400000057,2395.366400000057,0.0,退化（时间变长）
7,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,-15.666666666666666,count,9.0,9.0,0.0,退化（数量增加）
7,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,18.833333333333332,count,9.0,9.0,0.0,退化（数量增加）
7,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,5.833333333333333,count,9.0,9.0,0.0,退化（数量增加）
7,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,2590.80327179487,us,-4112.842435897444,-4112.842435897444,0.0,退化（超期增加）
7,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-22519.647500000003,us,-4112.842435897444,-4112.842435897444,0.0,退化（超期增加）
7,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,15816.001792307688,us,-4112.842435897444,-4112.842435897444,0.0,退化（超期增加）
7,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,8431.04853333333,us,102482.9696,102482.9696,0.0,退化（超期增加）
7,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,11224.034133333334,us,102482.9696,102482.9696,0.0,退化（超期增加）
7,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,82827.88693333333,us,102482.9696,102482.9696,0.0,退化（超期增加）
7,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,3243.679397601138,us,8022.977682582088,8022.977682582088,0.0,退化（时间变长）
7,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,1392.0041130809211,us,8022.977682582088,8022.977682582088,0.0,退化（时间变长）
7,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,3387.2941719000287,us,8022.977682582088,8022.977682582088,0.0,退化（时间变长）
8,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,-0.05290222055693524,pp,5.0426041325121815,5.0426041325121815,0.0,改善
8,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,0.9959568129149853,pp,5.0426041325121815,5.0426041325121815,0.0,改善
8,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,4.099549540154132,pp,5.0426041325121815,5.0426041325121815,0.0,改善
8,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-4.197431897165217,pp,1.0403195460177965,1.0403195460177965,0.0,改善
8,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-4.111961953086774,pp,1.0403195460177965,1.0403195460177965,0.0,改善
8,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,9.349713396269786,pp,1.0403195460177965,1.0403195460177965,0.0,改善
8,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.3646892527062917,pp,0.6505158124679014,0.6505158124679014,0.0,改善
8,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.38283196659548224,pp,0.6505158124679014,0.6505158124679014,0.0,改善
8,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.0970054068338726,pp,0.6505158124679014,0.6505158124679014,0.0,改善
8,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.15638250206782564,pp,-0.11672315687305002,-0.11672315687305002,0.0,改善
8,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,-0.16433288423773953,pp,-0.11672315687305002,-0.11672315687305002,0.0,改善
8,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.10877277470313612,pp,-0.11672315687305002,-0.11672315687305002,0.0,改善
8,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,1176.4882081130636,us,-17118.444096634572,-17118.444096634572,0.0,退化（时间变长）
8,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-7679.706027443957,us,-17118.444096634572,-17118.444096634572,0.0,退化（时间变长）
8,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-10615.226277303678,us,-17118.444096634572,-17118.444096634572,0.0,退化（时间变长）
8,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,-1890.6367999999784,us,8878.654482051381,8878.654482051381,0.0,退化（时间变长）
8,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,10769.29128205136,us,8878.654482051381,8878.654482051381,0.0,退化（时间变长）
8,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,0.0,us,8878.654482051381,8878.654482051381,0.0,退化（时间变长）
8,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,1023.3813333334014,us,5041.53600000008,5041.53600000008,0.0,退化（时间变长）
8,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,-1211.9773128204786,us,5041.53600000008,5041.53600000008,0.0,退化（时间变长）
8,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,5230.131979487157,us,5041.53600000008,5041.53600000008,0.0,退化（时间变长）
8,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,-8.0,count,6.0,6.0,0.0,退化（数量增加）
8,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,16.5,count,6.0,6.0,0.0,退化（数量增加）
8,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,-2.5,count,6.0,6.0,0.0,退化（数量增加）
8,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,1188.494608547011,us,-2794.099102564098,-2794.099102564098,0.0,退化（超期增加）
8,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-15179.729501709406,us,-2794.099102564098,-2794.099102564098,0.0,退化（超期增加）
8,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,11197.135790598297,us,-2794.099102564098,-2794.099102564098,0.0,退化（超期增加）
8,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,28833.885866666667,us,81202.61120000001,81202.61120000001,0.0,退化（超期增加）
8,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,1668.689066666672,us,81202.61120000001,81202.61120000001,0.0,退化（超期增加）
8,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,50700.03626666667,us,81202.61120000001,81202.61120000001,0.0,退化（超期增加）
8,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,3284.7119499248965,us,8407.105343639843,8407.105343639843,0.0,退化（时间变长）
8,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,738.5358050931427,us,8407.105343639843,8407.105343639843,0.0,退化（时间变长）
8,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,4383.857588621804,us,8407.105343639843,8407.105343639843,0.0,退化（时间变长）
9,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,-0.1747185925800565,pp,4.473562927919531,4.473562927919531,0.0,改善
9,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,0.779184061874119,pp,4.473562927919531,4.473562927919531,0.0,改善
9,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,3.8690974586254683,pp,4.473562927919531,4.473562927919531,0.0,改善
9,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-4.324939844092709,pp,1.9933787434944108,1.9933787434944108,0.0,改善
9,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-4.572664210801281,pp,1.9933787434944108,1.9933787434944108,0.0,改善
9,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,10.8909827983884,pp,1.9933787434944108,1.9933787434944108,0.0,改善
9,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.3999923450020262,pp,0.7270166435595797,0.7270166435595797,0.0,改善
9,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.30506657826023087,pp,0.7270166435595797,0.7270166435595797,0.0,改善
9,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,0.02195772029732268,pp,0.7270166435595797,0.7270166435595797,0.0,改善
9,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.1557450413283803,pp,0.05641233711463656,0.05641233711463656,0.0,改善
9,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,-0.09298821525062095,pp,0.05641233711463656,0.05641233711463656,0.0,改善
9,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.006344488963122785,pp,0.05641233711463656,0.05641233711463656,0.0,改善
9,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,766.8664944111564,us,-13937.039088942169,-13937.039088942169,0.0,退化（时间变长）
9,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-6171.4083397436,us,-13937.039088942169,-13937.039088942169,0.0,退化（时间变长）
9,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-8532.497243609725,us,-13937.039088942169,-13937.039088942169,0.0,退化（时间变长）
9,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,-2372.825599999982,us,4370.929682051414,4370.929682051414,0.0,退化（时间变长）
9,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,6743.755282051396,us,4370.929682051414,4370.929682051414,0.0,退化（时间变长）
9,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,0.0,us,4370.929682051414,4370.929682051414,0.0,退化（时间变长）
9,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,-1637.405866666697,us,787.1999999999534,787.1999999999534,0.0,退化（时间变长）
9,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,2255.6373333333177,us,787.1999999999534,787.1999999999534,0.0,退化（时间变长）
9,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,168.96853333333274,us,787.1999999999534,787.1999999999534,0.0,退化（时间变长）
9,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,14.833333333333334,count,-19.0,-19.0,0.0,退化（数量增加）
9,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,-10.666666666666666,count,-19.0,-19.0,0.0,退化（数量增加）
9,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,-23.166666666666668,count,-19.0,-19.0,0.0,退化（数量增加）
9,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,640.5263273504291,us,-2308.633600000001,-2308.633600000001,0.0,退化（超期增加）
9,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-10687.185623931624,us,-2308.633600000001,-2308.633600000001,0.0,退化（超期增加）
9,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,7738.025696581193,us,-2308.633600000001,-2308.633600000001,0.0,退化（超期增加）
9,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,22563.421866666667,us,57767.756799999996,57767.756799999996,0.0,退化（超期增加）
9,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,-1155.7717333333374,us,57767.756799999996,57767.756799999996,0.0,退化（超期增加）
9,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,36360.10666666667,us,57767.756799999996,57767.756799999996,0.0,退化（超期增加）
9,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,3092.7504399255527,us,8267.37927937707,8267.37927937707,0.0,退化（时间变长）
9,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,453.65030433864985,us,8267.37927937707,8267.37927937707,0.0,退化（时间变长）
9,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,4720.978535112868,us,8267.37927937707,8267.37927937707,0.0,退化（时间变长）
10,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,-0.3376669361350011,pp,3.6879060158381094,3.6879060158381094,0.0,改善
10,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,0.5288255522197574,pp,3.6879060158381094,3.6879060158381094,0.0,改善
10,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,3.496747399753353,pp,3.6879060158381094,3.6879060158381094,0.0,改善
10,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-2.091785490408265,pp,10.761463353184519,10.761463353184519,0.0,改善
10,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-2.6269140422452253,pp,10.761463353184519,10.761463353184519,0.0,改善
10,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,15.48016288583801,pp,10.761463353184519,10.761463353184519,0.0,改善
10,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.35167525131048666,pp,0.5867564458987999,0.5867564458987999,0.0,改善
10,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.23585022910567707,pp,0.5867564458987999,0.5867564458987999,0.0,改善
10,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.0007690345173638017,pp,0.5867564458987999,0.5867564458987999,0.0,改善
10,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.1083905381157777,pp,0.07229193279117396,0.07229193279117396,0.0,改善
10,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,-0.03609860532460374,pp,0.07229193279117396,0.07229193279117396,0.0,改善
10,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,0.0,pp,0.07229193279117396,0.07229193279117396,0.0,改善
10,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,896.3196212540012,us,-10808.168196995219,-10808.168196995219,0.0,退化（时间变长）
10,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-5076.17146274039,us,-10808.168196995219,-10808.168196995219,0.0,退化（时间变长）
10,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-6628.3163555088295,us,-10808.168196995219,-10808.168196995219,0.0,退化（时间变长）
10,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,-1560.511999999988,us,3563.1728820513235,3563.1728820513235,0.0,退化（时间变长）
10,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,5123.684882051311,us,3563.1728820513235,3563.1728820513235,0.0,退化（时间变长）
10,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,0.0,us,3563.1728820513235,3563.1728820513235,0.0,退化（时间变长）
10,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,-1633.8943999999901,us,4397.695999999996,4397.695999999996,0.0,退化（时间变长）
10,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,6031.590399999986,us,4397.695999999996,4397.695999999996,0.0,退化（时间变长）
10,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,0.0,us,4397.695999999996,4397.695999999996,0.0,退化（时间变长）
10,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,31.166666666666668,count,-8.0,-8.0,0.0,退化（数量增加）
10,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,-11.333333333333334,count,-8.0,-8.0,0.0,退化（数量增加）
10,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,-27.833333333333336,count,-8.0,-8.0,0.0,退化（数量增加）
10,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,934.1235282051251,us,-1332.4390153846252,-1332.4390153846252,0.0,退化（超期增加）
10,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-9367.649271794873,us,-1332.4390153846252,-1332.4390153846252,0.0,退化（超期增加）
10,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,7101.086728205122,us,-1332.4390153846252,-1332.4390153846252,0.0,退化（超期增加）
10,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,5243.980799999998,us,7222.911999999997,7222.911999999996,9.094947017729282e-13,退化（超期增加）
10,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,-11690.291200000001,us,7222.911999999997,7222.911999999996,9.094947017729282e-13,退化（超期增加）
10,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,13669.222399999999,us,7222.911999999997,7222.911999999996,9.094947017729282e-13,退化（超期增加）
10,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,3374.531607109679,us,7715.913076642544,7715.913076642544,0.0,退化（时间变长）
10,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,-46.27624110745759,us,7715.913076642544,7715.913076642544,0.0,退化（时间变长）
10,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,4387.657710640323,us,7715.913076642544,7715.913076642544,0.0,退化（时间变长）
