ssd_count,metric,metric_label_cn,factor,factor_label_cn,shapley_contribution,unit,total_111_minus_000,three_factor_sum,efficiency_residual,positive_change_meaning
3,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-10938.838801709391,us,199131.776,199131.776,0.0,退化（超期增加）
3,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,207118.86656752139,us,199131.776,199131.776,0.0,退化（超期增加）
3,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,13365.50400000003,us,420008.19200000004,420008.19200000004,0.0,退化（超期增加）
3,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,47055.2704,us,420008.19200000004,420008.19200000004,0.0,退化（超期增加）
3,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,359587.4176,us,420008.19200000004,420008.19200000004,0.0,退化（超期增加）
3,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,1464.9457266375564,us,-28898.390398337622,-28898.390398337622,0.0,退化（时间变长）
3,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,-1587.4741883114596,us,-28898.390398337622,-28898.390398337622,0.0,退化（时间变长）
3,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,-28775.861936663718,us,-28898.390398337622,-28898.390398337622,0.0,退化（时间变长）
4,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,-0.23409264577634303,pp,11.775239351296626,11.775239351296626,0.0,改善
4,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,3.4730787490678665,pp,11.775239351296626,11.775239351296626,0.0,改善
4,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,8.536253248005103,pp,11.775239351296626,11.775239351296626,0.0,改善
4,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-0.22702565267340757,pp,-0.32134489697579127,-0.32134489697579127,0.0,改善
4,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-2.1325383498260986,pp,-0.32134489697579127,-0.32134489697579127,0.0,改善
4,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,2.038219105523715,pp,-0.32134489697579127,-0.32134489697579127,0.0,改善
4,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.5385006849057538,pp,1.9972937787075153,1.9972937787075153,0.0,改善
4,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.9841234669939402,pp,1.9972937787075153,1.9972937787075153,0.0,改善
4,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,0.4746696268078215,pp,1.9972937787075153,1.9972937787075153,0.0,改善
4,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.12582064086788117,pp,-0.059772516953344734,-0.059772516953344734,0.0,改善
4,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,-0.1188663957924992,pp,-0.059772516953344734,-0.059772516953344734,0.0,改善
4,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.0667267620287267,pp,-0.059772516953344734,-0.059772516953344734,0.0,改善
4,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,5539.801763341423,us,-62754.63806101761,-62754.63806101761,0.0,退化（时间变长）
4,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-20179.40236937114,us,-62754.63806101761,-62754.63806101761,0.0,退化（时间变长）
4,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-48115.0374549879,us,-62754.63806101761,-62754.63806101761,0.0,退化（时间变长）
4,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,-1127.9450393162358,us,15586.933333333232,15586.933333333232,0.0,退化（时间变长）
4,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,-48203.42400341886,us,15586.933333333232,15586.933333333232,0.0,退化（时间变长）
4,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,64918.30237606833,us,15586.933333333232,15586.933333333232,0.0,退化（时间变长）
4,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,-78.203861538476,us,-13374.867358974414,-13374.867358974414,0.0,退化（时间变长）
4,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,-113881.52719487179,us,-13374.867358974414,-13374.867358974414,0.0,退化（时间变长）
4,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,100584.86369743585,us,-13374.867358974414,-13374.867358974414,0.0,退化（时间变长）
4,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,-43.833333333333336,count,-121.0,-121.0,0.0,退化（数量增加）
4,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,34.166666666666664,count,-121.0,-121.0,0.0,退化（数量增加）
4,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,-111.33333333333333,count,-121.0,-121.0,0.0,退化（数量增加）
4,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,44163.275117094025,us,116287.51552307693,116287.51552307693,0.0,退化（超期增加）
4,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-29986.139857264952,us,116287.51552307693,116287.51552307693,0.0,退化（超期增加）
4,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,102110.38026324786,us,116287.51552307693,116287.51552307693,0.0,退化（超期增加）
4,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,11947.537066666671,us,305377.8944,305377.8944,0.0,退化（超期增加）
4,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,40417.52746666668,us,305377.8944,305377.8944,0.0,退化（超期增加）
4,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,253012.82986666667,us,305377.8944,305377.8944,0.0,退化（超期增加）
4,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,2052.4411124850594,us,-10596.360448707623,-10596.360448707623,0.0,退化（时间变长）
4,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,945.4479371845955,us,-10596.360448707623,-10596.360448707623,0.0,退化（时间变长）
4,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,-13594.249498377278,us,-10596.360448707623,-10596.360448707623,0.0,退化（时间变长）
5,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,-0.19633774384552302,pp,8.31118257197187,8.31118257197187,0.0,改善
5,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,2.758607745152491,pp,8.31118257197187,8.31118257197187,0.0,改善
5,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,5.748912570664902,pp,8.31118257197187,8.31118257197187,0.0,改善
5,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-0.2986300290855232,pp,-0.40848085407352297,-0.40848085407352297,0.0,改善
5,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-3.314889239087367,pp,-0.40848085407352297,-0.40848085407352297,0.0,改善
5,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,3.2050384140993673,pp,-0.40848085407352297,-0.40848085407352297,0.0,改善
5,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.4839579354702768,pp,1.205366220793337,1.205366220793337,0.0,改善
5,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.7622023552041503,pp,1.205366220793337,1.205366220793337,0.0,改善
5,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.040794069881089946,pp,1.205366220793337,1.205366220793337,0.0,改善
5,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.20531944374746539,pp,0.1440267766353287,0.1440267766353287,0.0,改善
5,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,0.013343391834704713,pp,0.1440267766353287,0.1440267766353287,0.0,改善
5,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.0746360589468414,pp,0.1440267766353287,0.1440267766353287,0.0,改善
5,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,3344.270664329573,us,-38775.30723737989,-38775.30723737989,0.0,退化（时间变长）
5,mean_ttft_us,平均 TTFT,U,Stage-0 Utility Density,-15673.860578699483,us,-38775.30723737989,-38775.30723737989,0.0,退化（时间变长）
5,mean_ttft_us,平均 TTFT,E,Prefetch EDF 与 deadline 保护,-26445.717323009983,us,-38775.30723737989,-38775.30723737989,0.0,退化（时间变长）
5,p95_ttft_us,P95 TTFT,C,跨 SSD Coflow 一致性,350.56640000004944,us,9332.09600000002,9332.09600000002,0.0,退化（时间变长）
5,p95_ttft_us,P95 TTFT,U,Stage-0 Utility Density,-25133.993169230776,us,9332.09600000002,9332.09600000002,0.0,退化（时间变长）
5,p95_ttft_us,P95 TTFT,E,Prefetch EDF 与 deadline 保护,34115.522769230745,us,9332.09600000002,9332.09600000002,0.0,退化（时间变长）
5,max_ttft_us,Max TTFT,C,跨 SSD Coflow 一致性,-2654.7925333333355,us,-7079.238558974466,-7079.238558974466,0.0,退化（时间变长）
5,max_ttft_us,Max TTFT,U,Stage-0 Utility Density,-60319.85685897436,us,-7079.238558974466,-7079.238558974466,0.0,退化（时间变长）
5,max_ttft_us,Max TTFT,E,Prefetch EDF 与 deadline 保护,55895.410833333226,us,-7079.238558974466,-7079.238558974466,0.0,退化（时间变长）
5,late_gpu_layer_count,逾期 GPU layer 数,C,跨 SSD Coflow 一致性,-32.5,count,-75.0,-75.0,0.0,退化（数量增加）
5,late_gpu_layer_count,逾期 GPU layer 数,U,Stage-0 Utility Density,12.0,count,-75.0,-75.0,0.0,退化（数量增加）
5,late_gpu_layer_count,逾期 GPU layer 数,E,Prefetch EDF 与 deadline 保护,-54.5,count,-75.0,-75.0,0.0,退化（数量增加）
5,p95_delta_us,P95 预取超期量,C,跨 SSD Coflow 一致性,2564.933826495721,us,-7017.830400000006,-7017.830400000006,0.0,退化（超期增加）
5,p95_delta_us,P95 预取超期量,U,Stage-0 Utility Density,-47774.893373504274,us,-7017.830400000006,-7017.830400000006,0.0,退化（超期增加）
5,p95_delta_us,P95 预取超期量,E,Prefetch EDF 与 deadline 保护,38192.12914700855,us,-7017.830400000006,-7017.830400000006,0.0,退化（超期增加）
5,worst_delta_us,最坏预取超期量,C,跨 SSD Coflow 一致性,15268.189866666651,us,225263.5904,225263.5904,0.0,退化（超期增加）
5,worst_delta_us,最坏预取超期量,U,Stage-0 Utility Density,33317.26506666667,us,225263.5904,225263.5904,0.0,退化（超期增加）
5,worst_delta_us,最坏预取超期量,E,Prefetch EDF 与 deadline 保护,176678.13546666666,us,225263.5904,225263.5904,0.0,退化（超期增加）
5,mean_actual_read_us,平均实际读取时间,C,跨 SSD Coflow 一致性,2400.5614499949734,us,-408.453531991152,-408.453531991152,0.0,退化（时间变长）
5,mean_actual_read_us,平均实际读取时间,U,Stage-0 Utility Density,1490.6947731019827,us,-408.453531991152,-408.453531991152,0.0,退化（时间变长）
5,mean_actual_read_us,平均实际读取时间,E,Prefetch EDF 与 deadline 保护,-4299.709755088108,us,-408.453531991152,-408.453531991152,0.0,退化（时间变长）
6,mean_gpu_utilization_percent,平均 GPU 利用率,C,跨 SSD Coflow 一致性,0.2072495983730107,pp,6.213999693721988,6.213999693721988,0.0,改善
6,mean_gpu_utilization_percent,平均 GPU 利用率,U,Stage-0 Utility Density,1.6428127687037843,pp,6.213999693721988,6.213999693721988,0.0,改善
6,mean_gpu_utilization_percent,平均 GPU 利用率,E,Prefetch EDF 与 deadline 保护,4.363937326645193,pp,6.213999693721988,6.213999693721988,0.0,改善
6,min_gpu_utilization_percent,最低 GPU 利用率,C,跨 SSD Coflow 一致性,-0.6385963911510575,pp,0.170110144610093,0.170110144610093,0.0,改善
6,min_gpu_utilization_percent,最低 GPU 利用率,U,Stage-0 Utility Density,-4.503162296418464,pp,0.170110144610093,0.170110144610093,0.0,改善
6,min_gpu_utilization_percent,最低 GPU 利用率,E,Prefetch EDF 与 deadline 保护,5.311868832179614,pp,0.170110144610093,0.170110144610093,0.0,改善
6,p95_gpu_utilization_percent,P95 GPU 利用率,C,跨 SSD Coflow 一致性,0.65815592819992,pp,0.8704437335520225,0.8704437335520225,0.0,改善
6,p95_gpu_utilization_percent,P95 GPU 利用率,U,Stage-0 Utility Density,0.46506900628923614,pp,0.8704437335520225,0.8704437335520225,0.0,改善
6,p95_gpu_utilization_percent,P95 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.2527812009371336,pp,0.8704437335520225,0.8704437335520225,0.0,改善
6,max_gpu_utilization_percent,最高 GPU 利用率,C,跨 SSD Coflow 一致性,0.6518407360693791,pp,-0.14695128417611159,-0.14695128417611159,0.0,改善
6,max_gpu_utilization_percent,最高 GPU 利用率,U,Stage-0 Utility Density,-0.35152217929605695,pp,-0.14695128417611159,-0.14695128417611159,0.0,改善
6,max_gpu_utilization_percent,最高 GPU 利用率,E,Prefetch EDF 与 deadline 保护,-0.44726984094943373,pp,-0.14695128417611159,-0.14695128417611159,0.0,改善
6,mean_ttft_us,平均 TTFT,C,跨 SSD Coflow 一致性,1442.6571586004964,us,-26292.216952163144,-26292.216952163144,0.0,退化（时间变长）
