ssd_count,transition,transition_label_cn,attribution_scope,before_policy,after_policy,metric,metric_label_cn,before_value,after_value,signed_change,change_unit,signed_relative_change_percent,positive_change_meaning
1,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_ttft_us,P95 TTFT,1841332.1637333333,1766450.3845794871,-74881.7791538462,us,-4.066717598742319,退化（时间变长）
1,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,max_ttft_us,Max TTFT,1925282.0650153845,1821846.9837076922,-103435.08130769222,us,-5.372463764516795,退化（时间变长）
1,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,late_gpu_layer_count,逾期 GPU layer 数,509.0,512.0,3.0,count,,退化（数量增加）
1,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_delta_us,P95 预取超期量,387361.4300769231,410887.35495897435,23525.924882051244,us,,退化（超期增加）
1,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,worst_delta_us,最坏预取超期量,513781.1696,420419.4032,-93361.76640000002,us,,退化（超期增加）
1,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_actual_read_us,平均实际读取时间,375272.8268,367605.2012000022,-7667.625599997758,us,-2.0432136441587296,退化（时间变长）
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_gpu_utilization_percent,平均 GPU 利用率,19.510311293973004,46.52339177688295,27.01308048290995,pp,,改善
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,min_gpu_utilization_percent,最低 GPU 利用率,0.9750121472478499,0.9126431436399352,-0.06236900360791475,pp,,改善
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_gpu_utilization_percent,P95 GPU 利用率,40.923765349881705,96.86823937816995,55.94447402828824,pp,,改善
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,max_gpu_utilization_percent,最高 GPU 利用率,48.41434963232214,99.54353454875223,51.12918491643009,pp,,改善
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_ttft_us,平均 TTFT,1546459.9674602563,921478.1345205131,-624981.8329397432,us,-40.41370912214092,退化（时间变长）
