ssd_count,transition,transition_label_cn,attribution_scope,before_policy,after_policy,metric,metric_label_cn,before_value,after_value,signed_change,change_unit,signed_relative_change_percent,positive_change_meaning
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_ttft_us,P95 TTFT,1766450.3845794871,1595285.2377846155,-171165.14679487166,us,-9.68977947465071,退化（时间变长）
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,max_ttft_us,Max TTFT,1821846.9837076922,1685365.121923077,-136481.86178461532,us,-7.4914009247284445,退化（时间变长）
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,late_gpu_layer_count,逾期 GPU layer 数,512.0,207.0,-305.0,count,,退化（数量增加）
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_delta_us,P95 预取超期量,410887.35495897435,1221267.6848,810380.3298410256,us,,退化（超期增加）
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,worst_delta_us,最坏预取超期量,420419.4032,1652204.1584,1231784.7552,us,,退化（超期增加）
1,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_actual_read_us,平均实际读取时间,367605.2012000022,208932.03218824117,-158673.16901176106,us,-43.164016312552675,退化（时间变长）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_gpu_utilization_percent,平均 GPU 利用率,46.52339177688295,46.52339177688295,0.0,pp,,改善
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,min_gpu_utilization_percent,最低 GPU 利用率,0.9126431436399352,0.9126431436399352,0.0,pp,,改善
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_gpu_utilization_percent,P95 GPU 利用率,96.86823937816995,96.86823937816995,0.0,pp,,改善
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,max_gpu_utilization_percent,最高 GPU 利用率,99.54353454875223,99.54353454875223,0.0,pp,,改善
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_ttft_us,平均 TTFT,921478.1345205131,921478.1345205131,0.0,us,0.0,退化（时间变长）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_ttft_us,P95 TTFT,1595285.2377846155,1595285.2377846155,0.0,us,0.0,退化（时间变长）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,max_ttft_us,Max TTFT,1685365.121923077,1685365.121923077,0.0,us,0.0,退化（时间变长）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,late_gpu_layer_count,逾期 GPU layer 数,207.0,207.0,0.0,count,,退化（数量增加）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_delta_us,P95 预取超期量,1221267.6848,1221267.6848,0.0,us,,退化（超期增加）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,worst_delta_us,最坏预取超期量,1652204.1584,1652204.1584,0.0,us,,退化（超期增加）
1,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_actual_read_us,平均实际读取时间,208932.03218824117,208932.03218824117,0.0,us,0.0,退化（时间变长）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,mean_gpu_utilization_percent,平均 GPU 利用率,21.24281367996627,46.52339177688295,25.28057809691668,pp,,改善
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,min_gpu_utilization_percent,最低 GPU 利用率,0.939300430400382,0.9126431436399352,-0.026657286760446874,pp,,改善
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,p95_gpu_utilization_percent,P95 GPU 利用率,45.00583287630267,96.86823937816995,51.86240650186728,pp,,改善
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,max_gpu_utilization_percent,最高 GPU 利用率,48.16014109511615,99.54353454875223,51.38339345363608,pp,,改善
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,mean_ttft_us,平均 TTFT,1491869.9303798075,921478.1345205131,-570391.7958592944,us,-38.23334623508909,退化（时间变长）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,p95_ttft_us,P95 TTFT,1719904.9884461537,1595285.2377846155,-124619.75066153822,us,-7.2457345899162595,退化（时间变长）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,max_ttft_us,Max TTFT,1741571.181025641,1685365.121923077,-56206.05910256412,us,-3.2273190849117865,退化（时间变长）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,late_gpu_layer_count,逾期 GPU layer 数,510.0,207.0,-303.0,count,,退化（数量增加）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,p95_delta_us,P95 预取超期量,552922.9357641025,1221267.6848,668344.7490358974,us,,退化（超期增加）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,worst_delta_us,最坏预取超期量,706325.528,1652204.1584,945878.6304,us,,退化（超期增加）
1,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,mean_actual_read_us,平均实际读取时间,353944.4324,208932.03218824117,-145012.40021175882,us,-40.970386009032424,退化（时间变长）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,mean_gpu_utilization_percent,平均 GPU 利用率,39.009348609972164,33.59161305263819,-5.417735557333977,pp,,改善
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,min_gpu_utilization_percent,最低 GPU 利用率,1.8754990783999397,2.512385305698408,0.6368862272984683,pp,,改善
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,p95_gpu_utilization_percent,P95 GPU 利用率,78.75789266335357,58.67957854008,-20.07831412327357,pp,,改善
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,max_gpu_utilization_percent,最高 GPU 利用率,80.43178200885308,62.64784689789724,-17.783935110955838,pp,,改善
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,mean_ttft_us,平均 TTFT,792142.4925255607,834405.9816984378,42263.48917287716,us,5.335339231472097,退化（时间变长）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,p95_ttft_us,P95 TTFT,922728.2896307693,1130722.704225641,207994.4145948717,us,22.541241764474446,退化（时间变长）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,max_ttft_us,Max TTFT,941173.2058666667,1198127.307969231,256954.10210256418,us,27.301468050819764,退化（时间变长）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,late_gpu_layer_count,逾期 GPU layer 数,474.0,489.0,15.0,count,,退化（数量增加）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,p95_delta_us,P95 预取超期量,276805.89466666663,206420.1968,-70385.69786666663,us,,退化（超期增加）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,worst_delta_us,最坏预取超期量,354230.0912,330673.9952,-23556.09600000002,us,,退化（超期增加）
2,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,mean_actual_read_us,平均实际读取时间,178104.54722432882,185451.4796000001,7346.932375671284,us,4.125067265361602,退化（时间变长）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_gpu_utilization_percent,平均 GPU 利用率,33.59161305263819,36.62509739678481,3.033484344146622,pp,,改善
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,min_gpu_utilization_percent,最低 GPU 利用率,2.512385305698408,1.9433868679233357,-0.5689984377750723,pp,,改善
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_gpu_utilization_percent,P95 GPU 利用率,58.67957854008,74.19638536311285,15.516806823032852,pp,,改善
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,max_gpu_utilization_percent,最高 GPU 利用率,62.64784689789724,86.34517843131255,23.69733153341531,pp,,改善
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_ttft_us,平均 TTFT,834405.9816984378,811795.180260256,-22610.801438181777,us,-2.70980816702169,退化（时间变长）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_ttft_us,P95 TTFT,1130722.704225641,940909.0740666667,-189813.63015897432,us,-16.78693011554636,退化（时间变长）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,max_ttft_us,Max TTFT,1198127.307969231,996874.9005076922,-201252.40746153868,us,-16.79724734783418,退化（时间变长）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,late_gpu_layer_count,逾期 GPU layer 数,489.0,512.0,23.0,count,,退化（数量增加）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_delta_us,P95 预取超期量,206420.1968,200954.67123589746,-5465.525564102543,us,,退化（超期增加）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,worst_delta_us,最坏预取超期量,330673.9952,211551.6656,-119122.3296,us,,退化（超期增加）
2,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_actual_read_us,平均实际读取时间,185451.4796000001,183939.0043999998,-1512.4752000003064,us,-0.8155638354908576,退化（时间变长）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_gpu_utilization_percent,平均 GPU 利用率,36.62509739678481,60.661885257592836,24.036787860808026,pp,,改善
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,min_gpu_utilization_percent,最低 GPU 利用率,1.9433868679233357,1.7992944895914569,-0.14409237833187882,pp,,改善
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_gpu_utilization_percent,P95 GPU 利用率,74.19638536311285,98.15645324301497,23.960067879902113,pp,,改善
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,max_gpu_utilization_percent,最高 GPU 利用率,86.34517843131255,99.76470255461459,13.41952412330204,pp,,改善
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_ttft_us,平均 TTFT,811795.180260256,568363.3921462741,-243431.78811398195,us,-29.986848164821495,退化（时间变长）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_ttft_us,P95 TTFT,940909.0740666667,822335.128102564,-118573.94596410263,us,-12.60206211548357,退化（时间变长）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,max_ttft_us,Max TTFT,996874.9005076922,861715.9548923075,-135158.94561538473,us,-13.558265490138277,退化（时间变长）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,late_gpu_layer_count,逾期 GPU layer 数,512.0,220.0,-292.0,count,,退化（数量增加）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_delta_us,P95 预取超期量,200954.67123589746,567461.8096,366507.1383641026,us,,退化（超期增加）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,worst_delta_us,最坏预取超期量,211551.6656,846211.1472,634659.4816,us,,退化（超期增加）
2,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_actual_read_us,平均实际读取时间,183939.0043999998,121244.4372917668,-62694.56710823301,us,-34.08443321346643,退化（时间变长）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_gpu_utilization_percent,平均 GPU 利用率,60.661885257592836,60.661885257592836,0.0,pp,,改善
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,min_gpu_utilization_percent,最低 GPU 利用率,1.7992944895914569,1.7992944895914569,0.0,pp,,改善
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_gpu_utilization_percent,P95 GPU 利用率,98.15645324301497,98.15645324301497,0.0,pp,,改善
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,max_gpu_utilization_percent,最高 GPU 利用率,99.76470255461459,99.76470255461459,0.0,pp,,改善
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_ttft_us,平均 TTFT,568363.3921462741,568363.3921462741,0.0,us,0.0,退化（时间变长）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_ttft_us,P95 TTFT,822335.128102564,822335.128102564,0.0,us,0.0,退化（时间变长）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,max_ttft_us,Max TTFT,861715.9548923075,861715.9548923075,0.0,us,0.0,退化（时间变长）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,late_gpu_layer_count,逾期 GPU layer 数,220.0,220.0,0.0,count,,退化（数量增加）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_delta_us,P95 预取超期量,567461.8096,567461.8096,0.0,us,,退化（超期增加）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,worst_delta_us,最坏预取超期量,846211.1472,846211.1472,0.0,us,,退化（超期增加）
2,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_actual_read_us,平均实际读取时间,121244.4372917668,121244.4372917668,0.0,us,0.0,退化（时间变长）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,mean_gpu_utilization_percent,平均 GPU 利用率,39.009348609972164,60.661885257592836,21.65253664762067,pp,,改善
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,min_gpu_utilization_percent,最低 GPU 利用率,1.8754990783999397,1.7992944895914569,-0.0762045888084828,pp,,改善
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,p95_gpu_utilization_percent,P95 GPU 利用率,78.75789266335357,98.15645324301497,19.398560579661392,pp,,改善
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,max_gpu_utilization_percent,最高 GPU 利用率,80.43178200885308,99.76470255461459,19.33292054576151,pp,,改善
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,mean_ttft_us,平均 TTFT,792142.4925255607,568363.3921462741,-223779.10037928657,us,-28.249854349539987,退化（时间变长）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,p95_ttft_us,P95 TTFT,922728.2896307693,822335.128102564,-100393.16152820527,us,-10.880035071686997,退化（时间变长）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,max_ttft_us,Max TTFT,941173.2058666667,861715.9548923075,-79457.25097435922,us,-8.442362200610257,退化（时间变长）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,late_gpu_layer_count,逾期 GPU layer 数,474.0,220.0,-254.0,count,,退化（数量增加）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,p95_delta_us,P95 预取超期量,276805.89466666663,567461.8096,290655.9149333334,us,,退化（超期增加）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,worst_delta_us,最坏预取超期量,354230.0912,846211.1472,491981.056,us,,退化（超期增加）
2,end_to_end,完整 111 相对 Baseline,end_to_end,baseline,ablation_c1_u1_e1,mean_actual_read_us,平均实际读取时间,178104.54722432882,121244.4372917668,-56860.10993256203,us,-31.925130951847493,退化（时间变长）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,mean_gpu_utilization_percent,平均 GPU 利用率,51.25813315353398,45.86602269252558,-5.3921104610084,pp,,改善
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,min_gpu_utilization_percent,最低 GPU 利用率,2.795940247160263,4.3755417124416605,1.5796014652813977,pp,,改善
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,p95_gpu_utilization_percent,P95 GPU 利用率,84.91213302266148,70.88164022126578,-14.030492801395695,pp,,改善
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,max_gpu_utilization_percent,最高 GPU 利用率,86.3062208141121,73.26946887795485,-13.036751936157245,pp,,改善
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,mean_ttft_us,平均 TTFT,578956.1639881813,599307.3935463141,20351.22955813282,us,3.515158974721317,退化（时间变长）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,p95_ttft_us,P95 TTFT,805220.6533333334,934766.7707384615,129546.11740512808,us,16.088275538990736,退化（时间变长）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,max_ttft_us,Max TTFT,873111.3215384616,1024702.0411538462,151590.7196153846,us,17.36212964782943,退化（时间变长）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,late_gpu_layer_count,逾期 GPU layer 数,397.0,437.0,40.0,count,,退化（数量增加）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,p95_delta_us,P95 预取超期量,182443.8512,162297.6752,-20146.176000000007,us,,退化（超期增加）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,worst_delta_us,最坏预取超期量,236353.7648,266648.6,30294.835199999972,us,,退化（超期增加）
3,legacy_vs_baseline,Legacy FCFS-CIR 相对 Baseline,legacy_cir,baseline,demand_aware_fcfs_cir,mean_actual_read_us,平均实际读取时间,117324.51114966943,120504.14999081541,3179.6388411459775,us,2.7101232385189755,退化（时间变长）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_gpu_utilization_percent,平均 GPU 利用率,45.86602269252558,50.97848297210127,5.112460279575686,pp,,改善
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,min_gpu_utilization_percent,最低 GPU 利用率,4.3755417124416605,2.910837891975051,-1.4647038204666094,pp,,改善
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_gpu_utilization_percent,P95 GPU 利用率,70.88164022126578,93.84563592300873,22.963995701742945,pp,,改善
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,max_gpu_utilization_percent,最高 GPU 利用率,73.26946887795485,99.45143307985828,26.181964201903426,pp,,改善
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_ttft_us,平均 TTFT,599307.3935463141,572099.0901879007,-27208.303358413395,us,-4.539957899970536,退化（时间变长）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_ttft_us,P95 TTFT,934766.7707384615,715305.0620717949,-219461.70866666664,us,-23.477696847663175,退化（时间变长）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,max_ttft_us,Max TTFT,1024702.0411538462,815370.1476307693,-209331.8935230769,us,-20.428562168897674,退化（时间变长）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,late_gpu_layer_count,逾期 GPU layer 数,437.0,476.0,39.0,count,,退化（数量增加）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,p95_delta_us,P95 预取超期量,162297.6752,130826.8784,-31470.796799999996,us,,退化（超期增加）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,worst_delta_us,最坏预取超期量,266648.6,141075.0704,-125573.52959999998,us,,退化（超期增加）
3,shared_foundation,共享 Gate 基础（000 - Legacy FCFS-CIR）,shared_foundation,demand_aware_fcfs_cir,ablation_c0_u0_e0,mean_actual_read_us,平均实际读取时间,120504.14999081541,121830.87491808918,1326.7249272737681,us,1.1009786197196434,退化（时间变长）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_gpu_utilization_percent,平均 GPU 利用率,50.97848297210127,68.78058448514595,17.802101513044683,pp,,改善
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,min_gpu_utilization_percent,最低 GPU 利用率,2.910837891975051,2.689061480204661,-0.22177641177038998,pp,,改善
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_gpu_utilization_percent,P95 GPU 利用率,93.84563592300873,98.79007753013491,4.94444160712618,pp,,改善
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,max_gpu_utilization_percent,最高 GPU 利用率,99.45143307985828,99.63479563917186,0.18336255931357925,pp,,改善
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_ttft_us,平均 TTFT,572099.0901879007,452172.04411342146,-119927.04607447924,us,-20.96263534261002,退化（时间变长）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_ttft_us,P95 TTFT,715305.0620717949,717491.7919538462,2186.7298820513533,us,0.30570591458108154,退化（时间变长）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,max_ttft_us,Max TTFT,815370.1476307693,780414.1055384616,-34956.0420923077,us,-4.287137834746574,退化（时间变长）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,late_gpu_layer_count,逾期 GPU layer 数,476.0,235.0,-241.0,count,,退化（数量增加）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,p95_delta_us,P95 预取超期量,130826.8784,329958.6544,199131.776,us,,退化（超期增加）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,worst_delta_us,最坏预取超期量,141075.0704,561083.2624,420008.19200000004,us,,退化（超期增加）
3,combined_cue,C/U/E 组合算法（111 - 000）,algorithm_factors,ablation_c0_u0_e0,ablation_c1_u1_e1,mean_actual_read_us,平均实际读取时间,121830.87491808918,92932.48451975155,-28898.390398337622,us,-23.720087718131335,退化（时间变长）
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_gpu_utilization_percent,平均 GPU 利用率,68.78058448514595,68.78058448514595,0.0,pp,,改善
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,min_gpu_utilization_percent,最低 GPU 利用率,2.689061480204661,2.689061480204661,0.0,pp,,改善
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_gpu_utilization_percent,P95 GPU 利用率,98.79007753013491,98.79007753013491,0.0,pp,,改善
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,max_gpu_utilization_percent,最高 GPU 利用率,99.63479563917186,99.63479563917186,0.0,pp,,改善
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,mean_ttft_us,平均 TTFT,452172.04411342146,452172.04411342146,0.0,us,0.0,退化（时间变长）
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_ttft_us,P95 TTFT,717491.7919538462,717491.7919538462,0.0,us,0.0,退化（时间变长）
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,max_ttft_us,Max TTFT,780414.1055384616,780414.1055384616,0.0,us,0.0,退化（时间变长）
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,late_gpu_layer_count,逾期 GPU layer 数,235.0,235.0,0.0,count,,退化（数量增加）
3,production_parity,Production 与消融 111 一致性,parity_check,ablation_c1_u1_e1,utility_edf_integer_l750,p95_delta_us,P95 预取超期量,329958.6544,329958.6544,0.0,us,,退化（超期增加）
